ds_date,city_name,orders_forecast_rooster,orders_real,worked_hours,rider_payments,utr_diario,cpo_diario,cph_diario
2026-08-13,Valencia,336,316,167.33,9363.68,1.89,29.63,55.96
2026-08-14,Barquisimeto,646,608,272.51,12116.95,2.23,19.93,44.46
2026-08-14,Cabimas,0,,,12116.95,,,
2026-08-14,Caracas,7222,7243,4118.92,12116.95,1.76,1.67,2.94
2026-08-14,Guarenas,365,402,195.91,12116.95,2.05,30.14,61.85
2026-08-14,Maracaibo,100,94,72.17,12116.95,1.3,128.9,167.9
2026-08-14,Maracay,197,215,149.47,12116.95,1.44,56.36,81.07
2026-08-14,Margarita,199,203,126.99,12116.95,1.6,59.69,95.41
2026-08-14,Puerto la cruz,439,423,205.66,12116.95,2.06,28.65,58.92
2026-08-14,San antonio,0,,,12116.95,,,
2026-08-14,San cristobal,0,,,12116.95,,,
2026-08-14,Test_merida,0,,,12116.95,,,
2026-08-14,Valencia,392,403,212.33,12116.95,1.9,30.07,57.07
2026-08-15,Barquisimeto,594,542,296.72,11150.95,1.83,20.57,37.58
2026-08-15,Cabimas,0,,,11150.95,,,
2026-08-15,Caracas,6416,6509,4011.25,11150.95,1.62,1.71,2.78
2026-08-15,Guarenas,354,348,184.43,11150.95,1.89,32.04,60.46
2026-08-15,Maracaibo,95,96,71.31,11150.95,1.35,116.16,156.38
2026-08-15,Maracay,198,223,134.67,11150.95,1.66,50,82.8
2026-08-15,Margarita,206,197,126.89,11150.95,1.55,56.6,87.88
2026-08-15,Puerto la cruz,430,431,205.54,11150.95,2.1,25.87,54.25
2026-08-15,San antonio,0,,,11150.95,,,
2026-08-15,San cristobal,0,,,11150.95,,,
2026-08-15,Test_merida,0,,,11150.95,,,
2026-08-15,Valencia,365,374,188.92,11150.95,1.98,29.82,59.03
2026-08-16,Barquisimeto,499,0,,755.33,,,
2026-08-16,Cabimas,0,,,755.33,,,
2026-08-16,Caracas,5839,3,24.06,755.33,0.12,251.78,31.4
2026-08-16,Guarenas,323,0,,755.33,,,
2026-08-16,Maracaibo,96,0,,755.33,,,
2026-08-16,Maracay,196,0,0.04,755.33,0.0,,18624.58
2026-08-16,Margarita,193,0,,755.33,,,
2026-08-16,Puerto la cruz,392,0,,755.33,,,
2026-08-16,San antonio,0,,,755.33,,,
2026-08-16,San cristobal,0,,,755.33,,,
2026-08-16,Test_merida,0,,,755.33,,,
2026-08-16,Valencia,322,0,,755.33,,,
2026-08-17,Barquisimeto,492,,,,,,
2026-08-17,Cabimas,0,,,,,,
2026-08-17,Caracas,4724,,,,,,
2026-08-17,Guarenas,224,,,,,,
2026-08-17,Maracaibo,91,,,,,,
2026-08-17,Maracay,151,,,,,,
2026-08-17,Margarita,180,,,,,,
2026-08-17,Puerto la cruz,347,,,,,,
2026-08-17,San antonio,0,,,,,,
2026-08-17,San cristobal,0,,,,,,
2026-08-17,Test_merida,0,,,,,,
2026-08-17,Valencia,273,,,,,,
2026-08-18,Barquisimeto,470,,,189,,,
2026-08-18,Cabimas,0,,,189,,,
2026-08-18,Caracas,4825,,,189,,,
2026-08-18,Guarenas,253,,,189,,,
2026-08-18,Maracaibo,86,,,189,,,
2026-08-18,Maracay,158,,,189,,,
2026-08-18,Margarita,180,,,189,,,
2026-08-18,Puerto la cruz,356,,,189,,,
2026-08-18,San antonio,0,,,189,,,
2026-08-18,San cristobal,0,,,189,,,
2026-08-18,Test_merida,0,,,189,,,
2026-08-18,Valencia,290,,,189,,,
2026-08-19,Barquisimeto,487,,,,,,
2026-08-19,Cabimas,0,,,,,,
2026-08-19,Caracas,5008,,,,,,
2026-08-19,Guarenas,252,,,,,,
2026-08-19,Maracaibo,89,,,,,,
2026-08-19,Maracay,155,,,,,,
2026-08-19,Margarita,186,,,,,,
2026-08-19,Puerto la cruz,361,,,,,,
2026-08-19,San antonio,0,,,,,,
2026-08-19,San cristobal,0,,,,,,
2026-08-19,Test_merida,0,,,,,,
2026-08-19,Valencia,293,,,,,,
2026-08-20,Barquisimeto,497,,,,,,
2026-08-20,Cabimas,0,,,,,,
2026-08-20,Caracas,5351,,,,,,
2026-08-20,Guarenas,289,,,,,,
2026-08-20,Maracaibo,81,,,,,,
2026-08-20,Maracay,162,,,,,,
2026-08-20,Margarita,183,,,,,,
2026-08-20,Puerto la cruz,369,,,,,,
2026-08-20,San antonio,0,,,,,,
2026-08-20,San cristobal,0,,,,,,
2026-08-20,Test_merida,0,,,,,,
2026-08-20,Valencia,302,,,,,,
2026-08-21,Barquisimeto,585,,,,,,
2026-08-21,Cabimas,0,,,,,,
2026-08-21,Caracas,6768,,,,,,
2026-08-21,Guarenas,347,,,,,,
2026-08-21,Maracaibo,88,,,,,,
2026-08-21,Maracay,192,,,,,,
2026-08-21,Margarita,195,,,,,,
2026-08-21,Puerto la cruz,429,,,,,,
2026-08-21,San antonio,0,,,,,,
2026-08-21,San cristobal,0,,,,,,
2026-08-21,Test_merida,0,,,,,,
2026-08-21,Valencia,356,,,,,,
2026-08-22,Barquisimeto,534,,,,,,
2026-08-22,Cabimas,0,,,,,,
2026-08-22,Caracas,5977,,,,,,
2026-08-22,Guarenas,347,,,,,,
2026-08-22,Maracaibo,82,,,,,,
2026-08-22,Maracay,194,,,,,,
2026-08-22,Margarita,189,,,,,,
2026-08-22,Puerto la cruz,412,,,,,,
2026-08-22,San antonio,0,,,,,,
2026-08-22,San cristobal,0,,,,,,
2026-08-22,Test_merida,0,,,,,,
2026-08-22,Valencia,336,,,,,,
2026-08-23,Barquisimeto,478,,,,,,
2026-08-23,Cabimas,0,,,,,,
2026-08-23,Caracas,5626,,,,,,
2026-08-23,Guarenas,323,,,,,,
2026-08-23,Maracaibo,84,,,,,,
2026-08-23,Maracay,171,,,,,,
2026-08-23,Margarita,191,,,,,,
2026-08-23,Puerto la cruz,377,,,,,,
2026-08-23,San antonio,0,,,,,,
2026-08-23,San cristobal,0,,,,,,
2026-08-23,Test_merida,0,,,,,,
2026-08-23,Valencia,323,,,,,,
2026-08-24,Barquisimeto,454,,,,,,
2026-08-24,Cabimas,0,,,,,,
2026-08-24,Caracas,4713,,,,,,
2026-08-24,Guarenas,220,,,,,,
2026-08-24,Maracaibo,79,,,,,,
2026-08-24,Maracay,144,,,,,,
2026-08-24,Margarita,164,,,,,,
2026-08-24,Puerto la cruz,339,,,,,,
2026-08-24,San antonio,0,,,,,,
2026-08-24,San cristobal,0,,,,,,
2026-08-24,Test_merida,0,,,,,,
2026-08-24,Valencia,268,,,,,,
2026-08-25,Barquisimeto,470,,,,,,
2026-08-25,Cabimas,0,,,,,,
2026-08-25,Caracas,4848,,,,,,
2026-08-25,Guarenas,239,,,,,,
2026-08-25,Maracaibo,86,,,,,,
2026-08-25,Maracay,155,,,,,,
2026-08-25,Margarita,175,,,,,,
2026-08-25,Puerto la cruz,353,,,,,,
2026-08-25,San antonio,0,,,,,,
2026-08-25,San cristobal,0,,,,,,
2026-08-25,Test_merida,0,,,,,,
2026-08-25,Valencia,290,,,,,,
2026-08-26,Barquisimeto,488,,,,,,
2026-08-26,Cabimas,0,,,,,,
2026-08-26,Caracas,5094,,,,,,
2026-08-26,Guarenas,245,,,,,,
2026-08-26,Maracaibo,80,,,,,,
2026-08-26,Maracay,151,,,,,,
2026-08-26,Margarita,174,,,,,,
2026-08-26,Puerto la cruz,354,,,,,,
2026-08-26,San antonio,0,,,,,,
2026-08-26,San cristobal,0,,,,,,
2026-08-26,Test_merida,0,,,,,,
2026-08-26,Valencia,293,,,,,,
2026-08-27,Barquisimeto,498,,,,,,
2026-08-27,Cabimas,0,,,,,,
2026-08-27,Caracas,5513,,,,,,
2026-08-27,Guarenas,260,,,,,,
2026-08-27,Maracaibo,81,,,,,,
2026-08-27,Maracay,163,,,,,,
2026-08-27,Margarita,182,,,,,,
2026-08-27,Puerto la cruz,369,,,,,,
2026-08-27,San antonio,0,,,,,,
2026-08-27,San cristobal,0,,,,,,
2026-08-27,Test_merida,0,,,,,,
2026-08-27,Valencia,304,,,,,,
2026-08-28,Barquisimeto,586,,,,,,
2026-08-28,Cabimas,0,,,,,,
2026-08-28,Caracas,6945,,,,,,
2026-08-28,Guarenas,337,,,,,,
2026-08-28,Maracaibo,88,,,,,,
2026-08-28,Maracay,191,,,,,,
2026-08-28,Margarita,195,,,,,,
2026-08-28,Puerto la cruz,429,,,,,,
2026-08-28,San antonio,0,,,,,,
2026-08-28,San cristobal,0,,,,,,
2026-08-28,Test_merida,0,,,,,,
2026-08-28,Valencia,356,,,,,,
2026-08-29,Barquisimeto,480.5,,,,,,
2026-08-29,Cabimas,0,,,,,,
2026-08-29,Caracas,5285,,,,,,
2026-08-29,Guarenas,321.5,,,,,,
2026-08-29,Maracaibo,67,,,,,,
2026-08-29,Maracay,140,,,,,,
2026-08-29,Margarita,158,,,,,,
2026-08-29,Puerto la cruz,337.5,,,,,,
2026-08-29,San antonio,0,,,,,,
2026-08-29,San cristobal,0,,,,,,
2026-08-29,Test_merida,0,,,,,,
2026-08-29,Valencia,285,,,,,,
2026-08-30,Caracas,,,,,,,
2026-08-30,Maracay,,,,,,,
